,date,value,index_name,index_description,unit,phase,phase_description,event,event_description
625,1975-09-01,-1.57,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
700,1975-10-01,-1.97,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
775,1975-11-01,-2.25,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
850,1975-12-01,-1.88,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
26,1976-01-01,-1.12,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
101,1976-02-01,-0.64,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
176,1976-03-01,-0.53,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
251,1976-04-01,0.17,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
326,1976-05-01,0.7,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
401,1976-06-01,1.37,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
476,1976-07-01,1.61,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
551,1976-08-01,1.25,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
626,1976-09-01,0.83,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
701,1976-10-01,0.51,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
776,1976-11-01,0.49,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
851,1976-12-01,0.39,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
27,1977-01-01,0.23,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
102,1977-02-01,-0.38,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
177,1977-03-01,-0.46,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
252,1977-04-01,-0.59,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
327,1977-05-01,-0.92,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
402,1977-06-01,-0.61,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
477,1977-07-01,-0.5,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
552,1977-08-01,-0.9,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
627,1977-09-01,-1.11,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
702,1977-10-01,-0.47,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
777,1977-11-01,-0.47,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
852,1977-12-01,-0.55,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
28,1978-01-01,-0.41,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
103,1978-02-01,-0.4,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
178,1978-03-01,-1.21,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
253,1978-04-01,-0.77,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
328,1978-05-01,-1.25,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
403,1978-06-01,-1.18,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
478,1978-07-01,-0.94,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
553,1978-08-01,-1.37,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
628,1978-09-01,-0.88,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
703,1978-10-01,-0.96,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
778,1978-11-01,-0.04,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
853,1978-12-01,0.09,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
29,1979-01-01,0.16,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
104,1979-02-01,-0.58,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
179,1979-03-01,-0.58,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
254,1979-04-01,0.15,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
329,1979-05-01,-0.13,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
404,1979-06-01,0.16,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
479,1979-07-01,-0.26,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
554,1979-08-01,-0.07,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
629,1979-09-01,0.43,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
704,1979-10-01,0.45,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
779,1979-11-01,0.14,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
854,1979-12-01,-0.08,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
30,1980-01-01,-0.25,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
105,1980-02-01,-0.42,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
180,1980-03-01,-0.01,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
255,1980-04-01,0.0,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
330,1980-05-01,-0.43,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
405,1980-06-01,-0.36,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
480,1980-07-01,-0.84,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
555,1980-08-01,-0.48,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
